$
HA=1,HB=1,HC=CPTLOG-2.00,HD=10/08/2021,HG=,HJ=odlaren etun,HK=21s07,HM=07,HN=4996,HO=2.00,HQ=ian,HR=0°0'0.000"E,HS=0°0'0.000"N,HX=0.00,HY=0.00,HZ=0.00,KQ=1273.00,KF=4070.00,KU=3989.00,MA=0.855,MB=0.000,MC=10.0,MD=150.0,MF=0.010
,CA=0,CB=0,ZTE=20210810104439655,CSN=4996,EZTE=20210810111829991
#
D=2.000,QC=0.1629,FS=1.5,U=119.0,TA=3.54,O=0.0,B=0,%20210810105934450 ,F=11,NA=7.6669,NB=120.5,NC=228.6
D=2.020,QC=0.3103,FS=3.4,U=248.0,TA=3.54,O=11.5,B=19,%20210810105942586
D=2.040,QC=0.5103,FS=4.1,U=284.6,TA=3.67,O=11.5,B=16,%20210810105943789
D=2.060,QC=0.5103,FS=4.8,U=299.7,TA=3.67,O=11.5,B=17,%20210810105945001
D=2.080,QC=0.5487,FS=5.1,U=274.9,TA=3.69,O=11.6,B=18,%20210810105946196
D=2.100,QC=0.6110,FS=5.7,U=293.4,TA=3.67,O=11.6,B=17,%20210810105946965
D=2.120,QC=0.6828,FS=7.1,U=241.6,TA=3.71,O=11.6,B=19,%20210810105948061
D=2.140,QC=0.6978,FS=8.1,U=261.2,TA=3.66,O=11.6,B=18,%20210810105948927
D=2.160,QC=0.6691,FS=9.2,U=226.2,TA=3.69,O=11.6,B=19,%20210810105950025
D=2.180,QC=0.6691,FS=11.3,U=244.1,TA=3.69,O=11.6,B=21,%20210810105951232
D=2.200,QC=0.6427,FS=12.7,U=210.7,TA=3.74,O=11.6,B=16,%20210810105952426
D=2.220,QC=0.6050,FS=14.8,U=234.3,TA=3.72,O=11.6,B=22,%20210810105953202
D=2.240,QC=0.5726,FS=17.5,U=244.2,TA=3.67,O=11.6,B=17,%20210810105954295
D=2.260,QC=0.5732,FS=17.4,U=237.4,TA=3.81,O=11.6,B=23,%20210810105955174
D=2.280,QC=0.5133,FS=16.7,U=237.6,TA=3.64,O=11.6,B=17,%20210810105956259
D=2.300,QC=0.5133,FS=15.6,U=229.4,TA=3.64,O=11.6,B=18,%20210810105957470
D=2.320,QC=0.5133,FS=15.5,U=247.6,TA=3.64,O=11.6,B=17,%20210810105958222
D=2.340,QC=0.4948,FS=15.0,U=287.8,TA=3.63,O=11.6,B=18,%20210810105959430
D=2.360,QC=0.4989,FS=13.3,U=234.1,TA=3.66,O=11.6,B=20,%20210810110000634
D=2.380,QC=0.4978,FS=12.9,U=260.4,TA=3.67,O=11.6,B=18,%20210810110001403
D=2.400,QC=0.4978,FS=12.7,U=249.0,TA=3.67,O=11.6,B=20,%20210810110002605
D=2.420,QC=0.4978,FS=12.6,U=232.8,TA=3.67,O=11.6,B=22,%20210810110003690 ,F=13 ,F=14
D=2.440,QC=0.4666,FS=14.9,U=187.8,TA=3.46,O=11.6,B=18,%20210810110114438
D=2.460,QC=0.4432,FS=15.0,U=216.9,TA=3.50,O=11.6,B=18,%20210810110115208
D=2.480,QC=0.4109,FS=15.0,U=216.9,TA=3.53,O=11.6,B=19,%20210810110116527
D=2.500,QC=0.4109,FS=13.2,U=206.1,TA=3.53,O=11.6,B=20,%20210810110117632
D=2.520,QC=0.3390,FS=12.4,U=214.1,TA=3.54,O=11.1,B=19,%20210810110118386
D=2.540,QC=0.3390,FS=12.4,U=214.1,TA=3.54,O=11.1,B=20,%20210810110119591
D=2.560,QC=0.3324,FS=10.1,U=214.1,TA=3.49,O=11.0,B=22,%20210810110120691
D=2.580,QC=0.3312,FS=9.2,U=213.1,TA=3.53,O=11.0,B=20,%20210810110121456
D=2.600,QC=0.3270,FS=7.6,U=202.7,TA=3.49,O=11.0,B=22,%20210810110122668
D=2.620,QC=0.3276,FS=6.8,U=207.3,TA=3.49,O=11.0,B=21,%20210810110123433
D=2.640,QC=0.3205,FS=6.1,U=212.5,TA=3.58,O=11.0,B=22,%20210810110124534
D=2.660,QC=0.3205,FS=5.2,U=192.7,TA=3.58,O=11.0,B=18,%20210810110125746
D=2.680,QC=0.3181,FS=5.1,U=200.0,TA=3.51,O=11.0,B=22,%20210810110126514
D=2.700,QC=0.3246,FS=4.9,U=202.3,TA=3.58,O=11.0,B=17,%20210810110127708
D=2.720,QC=0.3288,FS=4.9,U=191.0,TA=3.56,O=11.0,B=17,%20210810110128921
D=2.740,QC=0.3252,FS=4.9,U=189.0,TA=3.47,O=11.0,B=18,%20210810110129694
D=2.760,QC=0.3264,FS=4.9,U=177.2,TA=3.43,O=11.0,B=18,%20210810110130786
D=2.780,QC=0.3264,FS=5.1,U=192.7,TA=3.43,O=11.0,B=17,%20210810110131670
D=2.800,QC=0.3342,FS=5.2,U=178.8,TA=3.41,O=11.0,B=18,%20210810110132799
D=2.820,QC=0.3205,FS=5.0,U=160.4,TA=3.40,O=11.0,B=20,%20210810110134008
D=2.840,QC=0.3091,FS=5.3,U=171.4,TA=3.40,O=11.0,B=18,%20210810110134775
D=2.860,QC=0.3091,FS=5.3,U=171.4,TA=3.40,O=11.0,B=18,%20210810110135868
D=2.880,QC=0.3055,FS=5.5,U=207.5,TA=3.32,O=11.0,B=21,%20210810110137075
D=2.900,QC=0.3055,FS=5.4,U=199.0,TA=3.32,O=10.9,B=19,%20210810110137831
D=2.920,QC=0.3103,FS=4.7,U=196.8,TA=3.32,O=10.9,B=21,%20210810110139054
D=2.940,QC=0.3181,FS=4.7,U=209.6,TA=3.34,O=10.9,B=20,%20210810110139816
D=2.960,QC=0.3157,FS=4.7,U=207.8,TA=3.35,O=10.9,B=22,%20210810110141042
D=2.980,QC=0.3199,FS=4.5,U=215.4,TA=3.31,O=10.9,B=21,%20210810110142133
D=3.000,QC=0.3217,FS=4.6,U=215.4,TA=3.33,O=10.9,B=21,%20210810110142900
D=3.020,QC=0.3217,FS=4.5,U=208.4,TA=3.33,O=10.8,B=18,%20210810110144111
D=3.040,QC=0.3223,FS=4.6,U=188.6,TA=3.33,O=10.8,B=17,%20210810110145317
D=3.060,QC=0.3199,FS=4.7,U=211.0,TA=3.31,O=10.8,B=16,%20210810110146081
D=3.080,QC=0.3199,FS=4.7,U=210.4,TA=3.31,O=10.8,B=17,%20210810110147286
D=3.100,QC=0.3211,FS=4.2,U=209.3,TA=3.31,O=10.8,B=18,%20210810110148380
D=3.120,QC=0.3001,FS=4.1,U=205.8,TA=3.29,O=10.8,B=17,%20210810110149149
D=3.140,QC=0.3001,FS=4.0,U=205.9,TA=3.29,O=10.8,B=19,%20210810110150357
D=3.160,QC=0.2971,FS=4.0,U=203.7,TA=3.31,O=10.8,B=18,%20210810110151127
D=3.180,QC=0.2977,FS=3.9,U=198.7,TA=3.29,O=10.8,B=19,%20210810110152315
D=3.200,QC=0.2941,FS=3.8,U=193.3,TA=3.30,O=10.8,B=21,%20210810110153523
D=3.220,QC=0.2869,FS=3.7,U=194.6,TA=3.29,O=10.8,B=19,%20210810110154291
D=3.240,QC=0.2905,FS=3.8,U=194.9,TA=3.31,O=10.8,B=21,%20210810110155389
D=3.260,QC=0.2905,FS=3.7,U=195.9,TA=3.31,O=10.8,B=22,%20210810110156601
D=3.280,QC=0.2977,FS=3.6,U=197.9,TA=3.33,O=10.8,B=20,%20210810110157366
D=3.300,QC=0.3157,FS=3.4,U=204.5,TA=3.31,O=10.8,B=22,%20210810110158573
D=3.320,QC=0.5576,FS=3.4,U=214.5,TA=3.31,O=10.8,B=16,%20210810110159781
D=3.340,QC=2.9278,FS=7.6,U=142.3,TA=2.86,O=10.8,B=13,%20210810110200874
D=3.360,QC=2.9278,FS=5.0,U=86.8,TA=2.86,O=10.8,B=26,%20210810110202082
D=3.380,QC=2.9278,FS=5.0,U=86.8,TA=2.86,O=10.8,B=19,%20210810110203291 ,F=11
D=3.400,QC=2.8475,FS=5.3,U=147.0,TA=3.98,O=10.6,B=17,%20210810110203619
D=3.420,QC=4.5451,FS=3.9,U=138.4,TA=3.89,O=10.6,B=17,%20210810110205155
D=3.440,QC=5.9946,FS=4.3,U=121.6,TA=3.96,O=10.6,B=19,%20210810110206370 ,F=13
D=3.460,QC=7.6094,FS=5.4,U=34.2,TA=3.70,O=9.6,B=13,%20210810110339403
D=3.480,QC=13.1464,FS=6.1,U=30.3,TA=4.31,O=9.6,B=11,%20210810110340503
D=3.500,QC=19.6561,FS=18.4,U=-16.1,TA=5.07,O=9.6,B=13,%20210810110342042
D=3.520,QC=22.1191,FS=32.8,U=-38.5,TA=5.14,O=9.6,B=13,%20210810110343688
D=3.540,QC=21.7501,FS=191.3,U=-54.4,TA=5.05,O=9.6,B=10,%20210810110344788
D=3.560,QC=19.3925,FS=273.4,U=-57.2,TA=5.32,O=9.6,B=16,%20210810110345997
D=3.580,QC=19.2632,FS=152.2,U=-61.2,TA=5.51,O=9.5,B=13,%20210810110349063
D=3.600,QC=21.8939,FS=201.5,U=-64.6,TA=6.44,O=9.5,B=33,%20210810110350706
D=3.620,QC=21.8939,FS=250.1,U=-66.0,TA=6.44,O=9.5,B=26,%20210810110351038
D=3.640,QC=16.2539,FS=340.2,U=-67.9,TA=5.22,O=9.5,B=17,%20210810110352246
D=3.660,QC=17.7298,FS=265.6,U=-69.2,TA=4.43,O=9.5,B=20,%20210810110353013 ,F=11
D=3.680,QC=23.1781,FS=247.5,U=-70.9,TA=4.32,O=9.5,B=15,%20210810110354228 ,F=11
D=3.700,QC=23.1781,FS=220.6,U=-75.7,TA=4.32,O=9.4,B=18,%20210810110355328
D=3.720,QC=23.1781,FS=229.6,U=-81.3,TA=4.32,O=9.4,B=18,%20210810110356526
D=3.740,QC=23.0152,FS=272.5,U=-83.8,TA=5.03,O=9.4,B=11,%20210810110358051
D=3.760,QC=23.2020,FS=182.3,U=-84.7,TA=4.31,O=9.4,B=10,%20210810110359274
D=3.780,QC=23.5854,FS=182.3,U=-84.7,TA=5.61,O=9.4,B=10,%20210810110355753,NA=-0.0245,NB=-1.0,NC=20.9,TD=0,F=15,K=91,T=Could not penetrate the soil any further.
#$
0:
1:
2:
3:
4:
5:
6:
7:
8:
9:
11:Tilt derivative alarm
12:Point resistance alarm
13:
